citi,day1,day2,day3,day4,name,price,types,url
POKHARA (2D)kathmandu (2D)Sauraha (1D)Gorakhpur (2D),"Begin your trip with divine blessings
Your tour will commence when you arrive at Gorakhpur railway station or airport. Here, our trip representative will meet you and arrange for your road trip to Pokhara. You will stop over at the famous Gorakhnath Temple on way to seek blessings. Your road trip will take you through the most beautiful Himalayan valleys. As you tread on these serpentine roads, you will notice the beauty to colorful blooms in the valley. Upon your arrival at Pokhara, you will check-in your hotel and spend the rest of the day there.","Get enchanted by the natural beauty of Pokhara
The second day of your trip will be marked by visits to some truly splendid natural marvels in and around Pokhara. You will visit the famous Vindhyavasini Temple and Barahi Temple. You will also see the animated White Waterfalls, the lively Seti River, and the famous Phewa Lake. There is a scope of numerous water activities here, for example, boating, kayaking, canoeing, and surfing. You will also visit the Gupteshwar Mahadev Cave and get a chance for hiking. Then, you will return to your hotel and spend the night there.","Get delightful visual treats on your road trip
On the third day of the tour, you will check-out from your hotel in Pokhara after breakfast and commence your road trip to Kathmandu. On this road trip, you will witness the beauty of fascinating views of the Himalayan mountains and green valleys. Your path will be replete with chirping birds, colorful blooms, and meandering rivulets. Before reaching Kathmandu, you will make a stop-over at the famous Manakamana Temple and offer prayers. Upon arrival at Kathmandu, you will check in your hotel. The rest of the day is at your disposal. Overnight stay will be at the hotel.","A blissful and peaceful day at pious sites
The fourth day of your tour will be marked by pious sites of Hinduism and Buddhism. You will visit the revered Pashupatinath Temple, Gujeshwari Temple, Swayambhunath Temple, and Budhanilkantha Temple. These are among the most revered sites in these religions and exude enormous peace. You will also visit the Royal Palace and get acquainted with the historical and socio-political scenario of the country. The remaining part of the day is at leisure for you, so enjoy it as per you please. Retreat to your cozy rooms at the end of the day for an overnight stay.",Nepal Adventure Tour Package,"₹28,699/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (3D)POKHARA (2D),"Arrive at Nepal country
On the first day of Nepal Lake tour, you have to board the train or flight from your locality and reach the airport that is located near Nepal. You will be arriving at Tribhuvan International Airport in Kathmandu which is nearest to travel to the destination. You can reach the hotel in provided pick up or transports and complete the check-in process. Enjoy the day at leisure. At the end of the day, you can return to the hotel and stay there for a night to continue your Nepal trip the next day.","Get admired with the beauty of Phewa Lake
The second day of the Nepal lake trip is to travel from Kathmandu for visiting the famous lakes. You have to get ready in the early morning and reach the transports. You will be traveling over 6 hours from Kathmandu where you could view the landscapes of Nepal.
After reaching Pokhara, you can check-in to the partnered hotel in Pokhara where you can take rest for a while. The lake view is started with renting a paddle boat to take a look at the floating markets. There you can purchase the required things and can finish your lunch in the lakeside restaurants.
Next, you will be taken to the Phewa lake or Phewa Tal which is classified as a semi-natural freshwater. Here you can get indulged with lake water, its natural sceneries and feel the rhythm of Pokhara. On this phew lake you could see the reflections of mount Annapurna and Dhaulagiri ranges.","Discover the specialties of Sarangkot
The third will be a great experience for you in this Nepal lake trip. You have to travel from the hotel and reach the Sarangkot which is recognized as one of the treasures of Nepal. This is because you can view the sunrise in this region and surely this would be a wonderful moment in your trip.
Sarangkot is known for its tradition, rural villages, snowy Himalayan ranges, and its nearby tourist spots. In addition to this, you will be taken to Davis Falls and Mahendra Caves. Come back to the hotel at the end of the day and enjoy a good night’s sleep.","Travel to Kathmandu
Coming to the 4th day of your Nepal lake trip, you will be traveling from Pokhara to Kathmandu which is up to 7 hours journey. You can finish your breakfast in the Pokhara hotel and en route to Kathmandu. This would be the last place you are visiting in the Nepal lake trip.
So, end up the visiting place in a relaxed manner. If you have enough time you can go for local shopping, taste the street foods or in restaurants. Also, you can make memories with your loved ones by capturing the images and videos under the nest of mountains. Then you can drive to the hotel and have a deep sleep with a sense of nature.",Nepal Lake Tour Package,"₹24,700/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (5D)POKHARA (1D)Jomsom (1D),"Welcome to Kathmandu: A heaven in paradise
After reaching Kathmandu airport, you will meet our office personnel and be transferred to your hotel. Check in to your hotel in Kathmandu. Enjoy the day at leisure.","Enjoy a full day tour to explore the hindu culture of Nepal
After breakfast, you will be taken for a visit to Pashupatinath, which represents the proper hindu culture of Nepal. Pashupatinath is the place where sadhus pray and cremations on the banks of Bagmati River are also carried out here. After this, you will be taken to Boudhanath, the place which represents the Buddhist culture of Nepal. Buddhists visit this place as a pilgrimage. Then comes your next visit to Patan also known as Lalitpur. Lalitpur is the second largest town of the valley and is separated from the other cities because of its massive architectural masterpieces. At this place, you can also do some Tibetan carpet shopping as a big carpet industry has been set up here. Lastly, you will visit Swayambhunath, which is a stupa adorned with a colourful layers of prayer flags.","Get spell bounded by the highlights of Pokhara
Have your breakfast and get ready for your flight to Pokhara. After reaching Pokahar airport, you will be transferred to the hotel. In the afternoon, you will visit Bindabasini Temple, which is the oldest temple of Pokahar. Since the temple lies in the area of the bazaar, you will also get time to visit the old bazaar here. Then, you will be taken to view the scenic beauty of Devi’s falls and Gupteshwor Cave. Gupteshwar caves have been made with limestone deposits. After all these sights, you will get back to the hotel for an overnight stay","Land to another highlight of Nepal amidst mountains: Jomsom
Check-out from the hotel and board a flight to Jomsom. Check-in to your new hotel and get ready for your local sightseeing tour of Jomsom. You will be taken to visit the most famous Muktinath temple. For visiting Muktinath temple, you need to walk for 15-20 minutes as no means of transport is available near the river area there. After visit to the temple, you will be taken back to the hotel for an overnight stay.",Scintillating Nepal Honeymoon Trip,"₹48,200/-",Upto 4 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
POKHARA (2D)kathmandu (2D)Sauraha (1D)Gorakhpur (2D),"Welcome to Pokhara, the gateway to the Annapurna Circuit!
On arrival at the Gorakhpur Railway Station / Airport, meet our travel representative who will transfer you towards Pokhara by car. On the way, visit the revered Gorakhnath Temple at Gorakhpur and then proceed your journey towards Pokhara. When you arrive at Pokhara, check-in at the pre-booked hotel and spend the night peacefully with a tight sleep.","Explore the Pokhara tourist attractions!
Have a scrumptious breakfast at the hotel and get set for sightseeing in the beautiful city of Pokhara. Then, take a dip in the holy River Seti and watch the water gushing down the caves at the picturesque Devi’s Falls. Later, enjoy the natural lighting and the waterfall at the Gupteshwar Mahadev Cave and proceed to visit the sacred Barahi Temple and enjoy a laid back evening by the Fewa Lake. After a whole day of sightseeing in Pokhara, retire to your hotel room and catch up a warm sleep.","Welcome to Kathmandu, the capital city of Nepal!
Savor a delicious breakfast at the hotel in Pokhara and check-out. Then, start your road trip to Kathmandu. On the way, stopover at the Manakamana Temple, a highly sacred temple dedicated to Goddess Bhagawati, an incarnation of Goddess Parvati. Then, proceed with the road trip to Kathmandu. On arriving, check-in at the hotel and spend the day resting comfortably in the hotel room.","Feel blessed at the reverential Kathmandu temples!
Relish a heavenly breakfast and proceed for sightseeing in Kathmandu. Seek blessing of the Hindu gods at the Budhanilkantha Temple, the Guhyeshwari Temple and the Pashupatinath Temple. Visit the famous Swayambhunath, the most famous Buddhist architecture in Kathmandu atop a hill. Then, head towards the Royal Palace also called the Narayanhiti Palace. Return to the hotel room after sightseeing and wind off the day with a night of sound sleep.",Nepal 7 Days Trip Package,"₹28,699/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (3D)Changunarayan (1D)Janakpur (2D),"Go on a vacation that delivers enjoyment and relaxation
Land safely at Tribhuvan International Airport where you will meet our associate to guide you towards the hotel. You will arrive at the hotel and obtain a warm welcome from the staff. Then you proceed for the check-in and move to your rooms. Settle your luggage and have some rest or a bath to get fresh. In the evening, you will be taken for a walk to Durbar Square. Spend some time there and return back by the time of night.","Take a hypnotic tour of the city
Have your wonderful breakfast and then get ready for a city tour of Kathmandu. Before you leave for the tour, collect your luggage and check out from the hotel. Receive pleasure by going to the beautiful places like Pashupatinath, Swayambhunath, and Patan Durbar Square. Spend equally fantastic time at all these places as you spend the time around the city of Kathmandu. Before the evening, take the drive to Nagarkot for your further stay. After arrival, go to the hotel and check-in the hotel to stay overnight.","Take the excursion of the city and the travel to Janakpur
Complete your breakfast and then check out from the hotel after bringing your luggage. You ill first go for a sightseeing tour. But early in the morning before breakfast, you will get to see the extraordinary sunrise from the Nagarkot view tower. Then after check out proceed for a city tour including all the famous and beautiful places of Nagarkot. Then move forward to take a drive in a private car to Janakpur. After arrival, check-in the hotel and stay there overnight.","Spend a sizzling day while you witness some awesome spots
Feast on some appealing breakfast and make yourself ready for a mind-blowing city tour of the day. Take the day forward and enjoy the sightseeing of the wonderful places of the city. The tour will cover a plethora of attractions, namely the Janaki Mandir, Ganga Sagar, Mani Mandip, Raj Devi Mandir, Ram Mandir, Mithila Art Gallery, and Dhanusha Dham. All these places are included some religious touch and some historical touch. Return back to the hotel in the evening.",Nepal 6 Days Trip Package,"₹16,000/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (5D)POKHARA (3D)Sauraha (2D),"Welcome to the mesmerizing city of Kathmandu!
Upon arrival at the airport in Kathmandu, enjoy the warm and friendly greet and meet service by our travel representative. Then, drive to your pre-booked hotel and check-in. Enjoy the day by resting comfortably in the luxurious rooms or by exploring the areas in the hotel's vicinity. At night, get back to the hotel room and sleep tight.","Visit the ancient and magnificent temples of Kathmandu!
Smack on a heavenly breakfast at the hotel and get geared for sightseeing in Kathmandu. Seek blessings at the sacred Pashupatinath temple and then visit Boudhanath, the most famous Buddhist monastery in Kathmandu. After that, head towards Patan and enjoy shopping at the Central Durbar Square. Then, proceed towards Swayambhunath and visit the iconic Swayambhu Stupa adorned with fluttering prayer flags in a riot of colors. After spending the whole day sightseeing in Kathmandu, retire to your hotel room to catch a restful sleep.","Enjoy a scenic road trip with a stopover at Manakamana Temple!
Relish a lip-smacking breakfast a little earlier today and then check-out at the hotel. Then, drive to Pokhara through picturesque roads. On way, stopover at the famous Manakamana Temple and enjoy the thrilling cable car ride at the temple. Later, on arrival at Pokhara, check-in at the pre-booked hotel and spend the night at the hotel.","Have a good time visiting the tourist attractions in Pokhara!
Enjoy a delicious breakfast over a leisurely conversation with your family. In the afternoon, visit the revered Bindhyabasini Temple dedicated to Goddess Durga. Then, visit the Davis Fall, a natural underground waterfall and after that, explore the Gupteshwar Cave, the largest limestone cave in Nepal. Later in the evening, return to your hotel room and hit the sack.",Nepal 10 Days Trip Package,"₹36,700/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (2D)Changunarayan (2D),"Begin this Kathmandu tour package from Delhi with a day of fun in your own way!
 
On landing at the airplane terminal, get welcomed by our representatives who will guide you to the hotel in Kathmandu. Register at the reception and then head to your hotel room for a quick freshening up. Subsequently, enjoy the remaining day at leisure by staying indoors or heading out to appreciate the perfect atmosphere with your loved ones. Gorge on lip smacking Nepali cuisine and street food, shop at the nearby markets and explore the lively streets of this capital city. After a day well-enjoyed, return to the hotel for a rejuvenating sleep at night.","Embark on a devotional tour to the best temples of Kathmandu with this Delhi to Kathmandu tour package!
 
Post a delicious breakfast at the hotel, set off for the ultimate spiritual tour of Kathmandu and surrounding towns. Begin the tour by visiting the revered Pashupatinath Temple alongside the Bagmati river. Head to your next stop, Boudhanath with a large stupa famous as a pilgrimage place. Now, you will be transferred to Patan, separated from Kathmandu by the Bagmati river. Visit the lively Central Durbar Square dotted by numerous holy temples. After exploring the ancient architectural masterpieces here, head to the Tibetan Refugee centre for a great shopping experience, especially the high-quality Tibetan carpets. Visit the 5th century Swayambhunath Stupa perched on top of a hill overlooking the beautiful Kathmandu Valley. After this tiring day, head back to the hotel to enjoy a restful night’s sleep.","Witness the tradition at Bhaktapur followed by magical sunsets in Nagarkot tour package from Delhi to Kathmandu!
 
Wake up to a delectable breakfast at the hotel and then proceed to check out as you will be transferred to Nagarkot today. Begin your panoramic drive amidst the Himalayas and catch glimpses of the majestic Mount Everest. On your way, stop at the historical Bhaktapur, known for the traditional pottery and weaving industries still alive here. Explore the architectural excellence as you visit popular spots like Palace of Fifty Five Windows, Golden Gate, and the grand 5-storied Nyatapola Temple. As the evening approaches, head to the hotel in Nagarkot. Check-in and enjoy enchanting views of the sunset with your loved ones. Afterward, hop onto your beds for a cosy sleep at night.
 
Distance from Kathmandu to Nagarkot: 28 km (approx.)
Travel Time: 1.5 hours (approx.)","Bid farewell to Nepal on the last day of your tour package to Kathmandu from Delhi!
 
After having a healthy breakfast at the hotel, proceed to check. Get transferred to the international airport in Kathmandu and board your flight back home with beautiful memories of this Himalayan city tour in your heart.",Sprightly Kathmandu Tour Package From Delhi,"₹27,699/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
Changunarayan (1D)POKHARA (2D)kathmandu (5D),"Experience the local life at Nagarkot.
Arrive at Tribhuvan International Airport in Kathmandu on the first day of the tour. Our representative will meet you at the airport and escort you to Nagarkot. Reach the hotel in Nagarkot and check-in. You may explore the city and wander through its numerous trekking trails and nature walking trails. Alternatively, you may simply stroll around in the city and try out the local delicacies at cafes and restaurants. Overnight stay at your hotel.","Bask in the beauty of the landscape en-route Pokhara
On the second day of the tour, you will get up early and witness the beautiful sunrise at Nagarkot. Once you capture the glorious sunrise in your heart and in your camera, you will proceed for a sumptuous breakfast. Complete the check-out formalities at the hotel and begin your journey towards Pokhara. The journey will take about 7 hours and during this time, you will get enthralled by the fabulous views of the mountains and the valleys. As you move along the serpentine roads, you will notice several streams and rivulets crisscrossing your path. Upon reaching Pokhara, you will check-in your hotel and have the rest of the day to yourself. Overnight stay will be at your hotel.","Explore the many sights of Pokhara
The third day of your tour will allow you to witness the grandeur of natural wonders as well as man-made marvels in and around Pokhara. You will visit the famous Vindhyaswamini Temple that sees hundreds of faithful devotees every day. You will also get to see the gushing White Waterfalls that appear to be milky white form a distance. The Seti River, with its meandering moves, will enchant and mesmerize your senses. The Phewa Lake, with its crystal clear and sparkling water, options of water sports and activities like surfing, kayaking, paragliding, and zip-lining will enthrall you. You will also visit the famous Barahi Temple and the Gupteshwar Mahadev Cave. After a tiring day, you will return to your hotel and spend the night there.","A road trip that offers visual delights
After breakfast on the fourth day of your trip, you will check out from your hotel and start the road trip towards Kathmandu. Right from the rich and verdant valleys to the magnificent backdrops of the mighty Himalayas, every scenic delight will leave an everlasting mark in your mind. You will stop by the famous Manakamana Temple that is extremely popular among the locals. After arrival at Kathmandu, you will check-in your hotel. Enjoy the remaining part of the day at leisure. Stay overnight at the hotel.",Nepal Sporting Events Tour Package,"₹12,499/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (4D),"Welcome to the capital city of Nepal. Your Kathmandu tour package commences today.
On your arrival at Kathmandu airport, you will be greeted by an agent’s representative who will take escort you to the allotted hotel. Rest for a few hours. Freshen up during the afternoon to begin your Kathmandu sightseeing tour. Day 1 of your Kathmandu tripincludes a visit to the colossal Boudhanath Stupa. It is one of the largest spherical stupas in Nepal. After visiting Boudhanath Stupa, you will proceed forward to Pashupatinath Temple for evening aarti. It is a famous Hindu temple dedicated to Lord Pashupatinath.
After spectating the evening aarti, head back to the hotel for a comfortable sleep.","Embark on a spiritual tour of the city on the 2nd day of your Kathmandu tour package.
Kickstart your day with a scrumptious breakfast in the hotel and get ready for the 2nd day of your Kathmandu trip.
Today your Kathmandu sightseeing tour includes visits to places like Jala Narayana temple, situated in the northern end of the valley. This temple is dedicated to Lord Vishnu.
Your next visit would be to the Kathmandu Durbar Square. It is a place of great historical importance where kings were crowned during the ancient era. This traditional place is a recognised UNESCO World Heritage Site.
After exploring the Durbar Square, proceed forward to visit other places scheduled for the day such as the Swayambhunath Buddhist Temple, Patan Durbar Square, and Krishna temple.
Now, head back to the hotel for an overnight stay.","Your Kathmandu tour package includes an exciting tour of the city along with ample time for shopping.
After a filling breakfast, get ready for a city tour on the third day of your Kathmandu trip.
Visit the Kailashnath Mahadev statue, world’s tallest Shiva statue. Proceed forward to explore other parts of the city such as Bhaktapur Durbar Square. Situated in front of the royal palace of the old Bhaktapur kingdom, this place is also a UNESCO World Heritage Site in Nepal.
Rest of the day is free for you to shop around the popular markets of the city.
After satisfying your shopping desires, head back to the hotel for a restful sleep.","Your Kathmandu tour package ends today.
Pack your luggage after a lip smacking breakfast. Check out of the hotel and get transferred to the hotel to board your flight back home. Wave to the city that has given you pleasing memories.",Exhilarating Kathmandu Tour Package,"₹12,200/-",3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (3D)POKHARA (2D),"Get a taste of local life at Thamel district
On the first day of this tour, you will reach Tribhuvan International Airport where our representative will meet and greet you. You will then be escorted to the most perfectly located luxurious hotel for check-in. You will have the rest of the day to explore the local markets, stroll through the colorful buildings, and taste the local delicacies. It will be a perfect opportunity to relax and rejuvenate. Don’t forget to get a massage at one of the local spas here. Overnight stay in the hotel.","Get ready for adrenaline rush and thrill.
On your second day, you will leave for Pokhara after breakfast. The drive, spanning about 6 hours, will take you through serpentine routes among the mountains. You will get fantastic views of the valleys, with stunning backdrops of the Himalayas. Upon reaching Pokhara, you will check-in at the hotel. After you freshen up, you will go to the famous Phewa Lake. The beauty of this lake is best seen by the eye. The serene waters reflect the mighty backdrop of Annapurna and Dhaulagiri mountains and leave you spellbound. You may choose from boating, kayaking or surfing here. If you want to get more dose of thrill, you may opt for paragliding or zip-lining. You may also visit the adjoining Barahi Temple. After a satisfying and exhausting day, you will return back to your hotel, where you have the rest of the day to explore Pokhara or simply relax in the room.","Immerse yourself in scenic beauty and serenity.
On the third day, you will leave early from your hotel to reach Sarangkot to witness the iconic sunrise here. Situated at an altitude of 1600 meters, Sarangkot offers breathtaking views of Phewa Lake, surrounded by the majestic Himalayas. The natural beauty that you find here is unparalleled.
Don’t forget to bring your cameras. After soaking in the morning sun and absorbing the natural beauty of the place, you will return back to Pokhara. On your way back, you will witness the grandeur of the gushing Davis Falls, as they make way from the mountain and present a grand spectacle. They are named after a tourist who fell from here. You will also visit the legendary Mahendra Caves that are famous for bats and rock structures. Once you reach Pokhara, you will have the rest of the day to relax and rejuvenate and to explore the city by yourself.","A trip through stunning landscape.
Grab a delicious breakfast meal at the hotel and get driven to Kathmandu. During this journey, you will get a chance to spend about 7 hours traveling through the mountains and valleys of the Himalayas. You will behold truly beatific landscape with verdant valleys crisscrossed with rivulets and streams. The beautiful blooms lining the roads will surely add cheer to your trip. Once you reach Kathmandu, you will check-in at the hotel and spend the rest of the day exploring the city on your own. Overnight stay will be at the hotel.",Nepal Water Sports Tour Package,"₹24,700/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (4D)POKHARA (2D),"Welcome your exciting trip with this Chennai to Nepal tour package
Your Arrival at Tribhuvan International Airport is marked by greeting of our representative who will escort you to Kathmandu. Kathmandu is also the largest metropolis in the Himalayan hill region. Register yourself at the hotel reception and wash away the journey fatigue and then leave for a sightseeing tour covering Pashupatinath &amp; Bodhnath by private AC car. After you have enjoyed the day, return to the hotel and have a soothing overnight stay.","This day of Nepal package from Chennai treats you with the thrill and excitement of the adventurous activities
After breakfast, you will head for a picturesque drive to the enchanting city of Pokhara. Check-in at the hotel and in the evening you can enjoy the serenity and magnificence of Himalayas and you can also a leisurely walk around the serene Phewa lake. At night, feel free to sleep restfully onboard.","Treat yourself with a delightful journey through this perfectly crafted package
Start the day with a relishing breakfast at the hotel and visit the scenic and rocky valleys of Pokhara. You get to enjoy a Half Day visit to Bindabasini Temple. It is located near the busy Old Bazaar of Pokhara, a center of commerce in the Himalayas. You also get to visit the Davi’s Falls where you can experience the beauty of an underground tunnel formed by water after reaching the bottom After a pleasurable day feel free to do leisure activities and finally feel relaxed with the overnight stay at the hotel.","Indulge in an amazing experience with this amazing tour package
Savor a delicious morning meal and head towards Kathmandu. and then you are all set to experience the fun of leisure activities and finally comfort yourself with the overnight stay at the Hotel.",Amazing Nepal Tour Package From Chennai,"₹30,700/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (2D)Changunarayan (1D)NAGARKOT (1D),"Begin your trip with smile at Kathmandu
Welcome to the culturally rich city of Kathmandu. When you arrive at Kathmandu airport, our office personnel will be there to pick you up. Our representative will then take you to already booked hotel. After checking-in in hotel you can have a comfortable stay and enjoy delicious food. You can explore the neighbourhood and enjoy leisure time at hotel. Make sure that you sleep well. As you will have to be fresh and active for an amazing and fun-filled trip to the famous destinations in Kathmandu the next morning.","Explore the beauty and history of famous temples
This day starts with a visit to Pashupatinath temple which is rich with hindu culture. Afterwards you will witness the Buddhist temple named Boudhanath. Your next destination will be Patan city, which is famous as Lalitpur. Bagmati River separates Patan city from Kathmandu. There you can explore great number of temples at Patan's central Durbar Square. You will also take a tour of Tibetan refugee center and 5th century marvel Swayambhunath. Swayambhunath is located atop hill and is looked as an accredited symbol in Nepal. You can pleasure your eyes with an amazing view of Kathmandu city from there. At the end of a beautiful day, return to the hotel for a comfortable overnight stay.","Enjoy a thrilling drive and explore Nagarkot
Day 3 will begin with a ride towards Nagarkot which is 32 kilometers away from Kathmandu. It is located on an altitude of about 2,175 meters and you can view the beautiful view of peak of Mount Everest from there. On the way you will be stopped to visit Bhaktapur. It is one of those places that exist in their earliest ancient form, so you can relish the ancient heritage here. You will be further escorted to appreciate the architectural marvels like Palace of Fifty Five Windows, Golden Gate and Nyatapola Temple. From there we will accompany you to hotel room for night stay.","Drive to airport with sweet memories of a wonderful trip
Day 4 will be your last day. Your day will start with a yummy breakfast at hotel. Then you will be asked to check-out from hotel. You can say goodbye to hotel staff and proceed to airport will your luggage. Hopefully you will leave Nepal with sweet memories. You will cherish every moment spent here. You can share all the exciting stories and memories of religious &amp; historical destinations you visited with your loved ones. Our personnel will take you to airport for your flight. Your amazing journey to Nepal will end here.",Nepal 4 Days Trip Package,"₹21,700/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (3D)POKHARA (2D),"Kick start your Nepal holiday package from Mumbai with the arrival in Kathmandu.
You will meet our office personnel on arrival at the airport in Kathmandu and then you will be transferred to your hotel. Kathmandu, the capital of Nepal, is the largest metropolis in Nepal. Stepping into Kathmandu is a pupil-dilating experience with its beautiful sights, sounds and smells that quickly lead to a sensory overload. Enjoy your first day at leisure in Buddha's city, Kathmandu.
 
After resting for a while, you will be taken for a visit of the Hindu culture in Nepal, Pashupatinath. This is the place where holy sadhus pray, and cremations are carried out on the Bagmati River. We then continue to the holiest shrine for the Buddhist culture in Nepal, Bouddhanath, with its large stupa, this is the place where all devout Buddhists come for a pilgrimage. In the evening, return to the hotel for an overnight stay.","Mark your day 2 on this Nepal trip package from Mumbai with an excursion to the adventure-capital of Nepal!
After a scrumptious breakfast at the hotel, drive to Pokhara. From Pokhara town (2,352 feet) the 25,000+ peaks of the Annapurna and Dhaulagiri ranges rise a scant 20 miles away with no intervening ridges to spoil the splendid view. On arrival to Pokhara, you will be transferred to hotel where you will stay for the night.
 
Optional: Cable Car Riding at Manokamna Temple(charges extra)
 
Distance From Kathmandu to Pokhara: 210KM
Travel Time: 7 hours"," 
Wake up to a delicious breakfast, freshen up and then leave for an excursion to the beautiful village of Sarangkot. According to these holiday packages from Mumbai to Delhi, you get to spend your third day in Nepal witnessing the mesmerising views of sunrise and sunset from Sarangkot as the sun splashes hues of red on the Himalayan range. In the afternoon, you will visit Bindebasini Temple which is one of the oldest temples in Pokhara. The peace and tranquility surrounding this place will make you feel cleansed. On a clear day, if you’re lucky enough, you might be able to see the Himalayas. Make sure you visit the bazaar nearby and buy something for your friends or family! Later, take a trip to Devi’s Fall. This majestic waterfall takes real form during summer and rainy season, splashing and hitting the rocks, making its way through them. Just opposite Devi’s fall, on the other side of the road, there is Gupteshwor Cave. This cave is popular for the different natural forms made from limestone deposits. Photography is strictly prohibited inside the cave. After an eventful day, return to your hotel for an overnight stay.
Distance from Pokhara to Sarangkot: 1592m","Spend the fourth day of your Nepal holiday package from Mumbai with your travel companions at leisure.
 
You will be transferred back to Kathmandu and then you can spend the day going around the city, shopping and trying the cuisine of Nepal on your own. Make the most of this day by interacting with the locals, strolling around with your family and actually exploring the city.
In the evening, return to the hotel and take a good night’s sleep.
 
Distance From Pokhara to Kathmandu: 210KM
Travel Time: 7 hours",An Expedition To Nepal,"₹29,700/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (4D),"Welcome to Kathmandu:The Capital City of Nepal  
Arrival at the Kathmandu Airport, you will be picked from the airport and dropped at the Hotel. Enjoy as the guests in the hotel and experience the beauty of the new place.","The Natural beauty of Kathmandu
Have Breakfast at the Hotel. Your Sightseeing will be via private car with a guide. The Kathmandu Sightseeing includes; The Sacred temple Pashupatinath (temple of Lord Shiva), Swayambhunath (The Monkey Temple) which gives an eternal peace of Lord Buddha and Patan Durbar Square where one can observe craftsmanship on the temples and palaces that sets you back to the old royal regime in Nepal. You will be dropped back to the Hotel Bliss International, Kathmandu. Overnight stay at Hotel.","Kathmandu Sightseeing   
On your free day, you may do the following activities.Hiking around Shivapuri National Park, Transportation both ways &amp; Trekking Guide. Bungee Jump,Chandragiri Cable Car Ride, Transportation, Mountain Flight, Overnight stay at Hotel.","Bid bye  
Visit Thamel and do some shopping for your loved ones. The agent/hotel Representative will drop you to the airport 2 hours prior to your flight.",Explore The Charms Of Mystic Kathmandu,"₹16,699/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
