citi,description2,description3,description4,name,price,types,url
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to Nepal</em></p>
<p>On arrival at the Tribhuvan International Airport in Kathmandu, our friendly representative will greet and transfer you to the hotel. The remaining day is at leisure for you. Spend the night at the hotel to feel rejuvenated for the next day.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Visiting Pokhara</em></p>
<p>On the second day, we have arranged a scenic long drive to Pokhara from Kathmandu. During this long drive of 6 hours to the serene city in Nepal, you can treat your eyes with amazing views. On arrival, we will head you directly to your accommodation. Takes rest for some time in the hotel room before exploring what does city offers. Starting from renting the paddle boat to visiting the floating market to go for a simple hangout at the lakeside restaurant the city has much to offer. We ensure you that you can easily adjust yourself with its environment. Phewa Lake (Fawa Lake or Phewa Tal) is the famous freshwater lake located at an altitude of 742 meters. Get back to the hotel at the end of the day for an overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Exploring the hidden treasures of Pokhara</em></p>
<p>On this day of the Nepal River Rafting packages tours, we have included the hidden gems of Pokhara. Thus, we will start exploring them early. Your morning will be started with the arrival of Sarangkot to witness the Sarangkot Sunrise. Though it is located at an altitude of 1600 meters, it is not the highest point of this country. But, it will offer you to enjoy the most panoramic views of nature including the crystal-blue waters of Phewa Lake, pristine rural hamlets, and white-topped Himalaya Mountains. The breathtaking view of Annapurna Range can also be enjoyed from here. If you have enough time, you can stay for witnessing the sunset too. On the way back to the hotel, we will take you to the most stunning Mahendra Caves which is the home for nocturnal animals, bats, and exotic stalactites and stalagmite. Davis Falls is breath-holding waterfall which is emptied into a narrow and deep canal. Return to the hotel for overnight stay.</p></div>",Nepal River Rafting Tour Package,"₹24,699/-",Upto 3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">Sauraha<!-- --> (1D)</li><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li><li class=""f12"">Jomsom<!-- --> (1D)</li><li class=""f12"">Lumbini<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome</em></p>
<p>Upon your arrival at the airport in Gorakhpur, you will be meeting our office personnel. After that, you will be driven to Chitwan which is around 5 hrs from Gorakhpur. Upon arrival in Chitwan, you will be transferred to your hotel where you need to check in and relax. Do book the jungle activities for the next day! Overnight stay at the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Relish the natural beauty of Chitwan</em></p>
<p>This morning after breakfast at the hotel we need to check out and get ready for jungle activities in Chitwan National Park. Here you will be able to relish Elephant Safari, Jeep Safari, Nature walk, Birdwatching, canoeing etc. After that, we need to drive back to Kathmandu. Upon arrival in Kathmandu, you will be taken to your hotel, where you got to check in and exclusively spend the rest of the day at leisure.Overnight stay at the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Experience the breathtaking views</em></p>
<p>After having an early breakfast at the hotel, you will be starting your journey by visiting the shrines of Hindu culture in Nepal, Pashupatinath and then pay a visit to the beautiful Boudhanath. After this tour start your journey to Patan also called Lalitpur. When you reach Lalitpur explore the Durbar square and Tibetan Refugee Center. Then drive on to Swayambhunath, which is the golden spire of the 5th-century Swayambhu stupa adorned by innumerable colorful prayer flags fluttering in the wind. Return to the hotel for the overnight stay.</p></div>",An Astounding Nepal Family Package,"₹44,200/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (4D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Get ready to explore the treasure of Nepal</em></p>
<p>Upon your arrival at Tribhuvan International Airport, you will be met by our representatives and driven to the hotel. Kathmandu, the capital city of Nepal – is a treasure chest of architectural marvels, informative museums and revered religious sites. Its location between the Shivalik and the Great Himalayan Ranges, and its moderate altitude bestows it with a pleasant weather pattern for most of the year. After check-in at the hotel, enjoy the rest of the day at leisure and then stay overnight.</p>
<p>Half day sightseeing tour of Kathmandu covering Pashupatinath &amp; Bodhnath by Pvt Ac Car 03 hours (Entrance fee extra)</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Enjoy the picturesque drive to enchanting city and scenic beauty of Himalayas</em></p>
<p>Today you will proceed on a picturesque drive to the enchanting city of Pokhara. On arrival, check into your hotel. The rest of the evening you are free to enjoy the serenity and magnificence of the Himalayas or enjoy a leisurely walk around the serene Phewa Lake.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Get blessings by visiting primary pilgrimage sites in Nepal</em></p>
<p>The day is spent unraveling the wonders of the Pokhara Valley. Enjoy a Half Day visit to Bindabasini Temple --The white pagoda-styled building of the Hindu Bindabasini Temple quietly sits at some 3000 feet above sea level along the renowned Annapurna and Machhapuchhre mountain ranges. It is located near the busy Old Bazaar of Pokhara, a center of commerce in the Himalayas. And the Gupteshwar Cave where the Shiva lingam is preserved and finally visit the Devi Falls. Rest of the day is free for leisure. Have an overnight stay at hotel.</p></div>",Amazing Nepal Trip Package,"₹24,200/-",3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li><li class=""f12"">kathmandu<!-- --> (5D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Experience the local life at Nagarkot.</em></p>
<p>Arrive at Tribhuvan International Airport in Kathmandu on the first day of the tour. Our representative will meet you at the airport and escort you to Nagarkot. Reach the hotel in Nagarkot and check-in. You may explore the city and wander through its numerous trekking trails and nature walking trails. Alternatively, you may simply stroll around in the city and try out the local delicacies at cafes and restaurants. Overnight stay at your hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Bask in the beauty of the landscape en-route Pokhara</em></p>
<p>On the second day of the tour, you will get up early and witness the beautiful sunrise at Nagarkot. Once you capture the glorious sunrise in your heart and in your camera, you will proceed for a sumptuous breakfast. Complete the check-out formalities at the hotel and begin your journey towards Pokhara. The journey will take about 7 hours and during this time, you will get enthralled by the fabulous views of the mountains and the valleys. As you move along the serpentine roads, you will notice several streams and rivulets crisscrossing your path. Upon reaching Pokhara, you will check-in your hotel and have the rest of the day to yourself. Overnight stay will be at your hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Explore the many sights of Pokhara</em></p>
<p>The third day of your tour will allow you to witness the grandeur of natural wonders as well as man-made marvels in and around Pokhara. You will visit the famous Vindhyaswamini Temple that sees hundreds of faithful devotees every day. You will also get to see the gushing White Waterfalls that appear to be milky white form a distance. The Seti River, with its meandering moves, will enchant and mesmerize your senses. The Phewa Lake, with its crystal clear and sparkling water, options of water sports and activities like surfing, kayaking, paragliding, and zip-lining will enthrall you. You will also visit the famous Barahi Temple and the Gupteshwar Mahadev Cave. After a tiring day, you will return to your hotel and spend the night there.</p></div>",Nepal Sporting Events Tour Package,"₹12,499/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">NAGARKOT<!-- --> (1D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Begin your trip with smile at Kathmandu</em></p>
<p>Welcome to the culturally rich city of Kathmandu. When you arrive at Kathmandu airport, our office personnel will be there to pick you up. Our representative will then take you to already booked hotel. After checking-in in hotel you can have a comfortable stay and enjoy delicious food. You can explore the neighbourhood and enjoy leisure time at hotel. Make sure that you sleep well. As you will have to be fresh and active for an amazing and fun-filled trip to the famous destinations in Kathmandu the next morning.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Explore the beauty and history of famous temples</em></p>
<p>This day starts with a visit to Pashupatinath temple which is rich with hindu culture. Afterwards you will witness the Buddhist temple named Boudhanath. Your next destination will be Patan city, which is famous as Lalitpur. Bagmati River separates Patan city from Kathmandu. There you can explore great number of temples at Patan's central Durbar Square. You will also take a tour of Tibetan refugee center and 5th century marvel Swayambhunath. Swayambhunath is located atop hill and is looked as an accredited symbol in Nepal. You can pleasure your eyes with an amazing view of Kathmandu city from there. At the end of a beautiful day, return to the hotel for a comfortable overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Enjoy a thrilling drive and explore Nagarkot</em></p>
<p>Day 3 will begin with a ride towards Nagarkot which is 32 kilometers away from Kathmandu. It is located on an altitude of about 2,175 meters and you can view the beautiful view of peak of Mount Everest from there. On the way you will be stopped to visit Bhaktapur. It is one of those places that exist in their earliest ancient form, so you can relish the ancient heritage here. You will be further escorted to appreciate the architectural marvels like Palace of Fifty Five Windows, Golden Gate and Nyatapola Temple. From there we will accompany you to hotel room for night stay.</p></div>",Nepal 4 Days Trip Package,"₹21,700/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (5D)</li><li class=""f12"">POKHARA<!-- --> (1D)</li><li class=""f12"">Jomsom<!-- --> (1D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to Kathmandu: A heaven in paradise</em></p>
<p>After reaching Kathmandu airport, you will meet our office personnel and be transferred to your hotel. Check in to your hotel in Kathmandu. Enjoy the day at leisure.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Enjoy a full day tour to explore the hindu culture of Nepal</em></p>
<p>After breakfast, you will be taken for a visit to Pashupatinath, which represents the proper hindu culture of Nepal. Pashupatinath is the place where sadhus pray and cremations on the banks of Bagmati River are also carried out here. After this, you will be taken to Boudhanath, the place which represents the Buddhist culture of Nepal. Buddhists visit this place as a pilgrimage. Then comes your next visit to Patan also known as Lalitpur. Lalitpur is the second largest town of the valley and is separated from the other cities because of its massive architectural masterpieces. At this place, you can also do some Tibetan carpet shopping as a big carpet industry has been set up here. Lastly, you will visit Swayambhunath, which is a stupa adorned with a colourful layers of prayer flags.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Get spell bounded by the highlights of Pokhara</em></p>
<p>Have your breakfast and get ready for your flight to Pokhara. After reaching Pokahar airport, you will be transferred to the hotel. In the afternoon, you will visit Bindabasini Temple, which is the oldest temple of Pokahar. Since the temple lies in the area of the bazaar, you will also get time to visit the old bazaar here. Then, you will be taken to view the scenic beauty of Devi’s falls and Gupteshwor Cave. Gupteshwar caves have been made with limestone deposits. After all these sights, you will get back to the hotel for an overnight stay</p></div>",Scintillating Nepal Honeymoon Trip,"₹48,200/-",4 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (4D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to Kathmandu, post you check in at the hotel, proceed for a memorable spiritual experience</em></p>
<p>Upon your arrival in Kathmandu, a representative from the agent’s side would be there to welcome and receive you. He would arrange for your transfer and post your check in at the hotel, you can relax for a while.</p>
<p>In the afternoon, you will visit the famous Boudhanath Stupa followed by a wonderful aarti celebration at the world famous Pashupatinath Temple. Post this, you will be driven back to the hotel for a comfortable overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Today you will explore the Kathmandu city!</em></p>
<p>Post a delicious breakfast at the hotel today, you will proceed for a visit to the Jal Narayan Temple (Sleeping Vishnu) and soak in its spiritual ambiance. This temple visit is followed by the Kathmandu Durbar Square where you will see Swayambhunath Stupa and Patan Durbar Square (you can also see the Krishna Temple from outside).</p>
<p>Post this wonderful sightseeing and spiritual experience, you will be driven back to your hotel for a comfortable overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>A whole day to kathmandu city tour!</em></p>
<p>This day post breakfast, you will drive to the Kailashnath Mahadev Statue in Sanga which lies on the border of Bhaktapur. After a pious darshan, you will visit the Bhaktapur Durbar Square post which you can enjoy the rest of the evening shopping and buying souvenirs. Later, you will return to the hotel for a cozy overnight stay.</p></div>",Amazing Kathmandu Tour Package,"₹12,199/-",3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to Kathmandu, the capital city of Nepal!</em></p>
<p>On the first day of your Nepal trip, arrive at the Tribhuvan International Airport in Kathmandu. Upon arrival, get greeted by our travel representative. They shall help you get a transfer to the pre-booked hotel. Rest comfortably in the luxurious rooms and start exploring the places in Thamel, Kathmandu’s neighborhood district on your own. Jam-packed with restaurants, cafes, and shops selling local arts and artifacts, have a whale of time dining and shopping here. As the day ends, return to your hotel room and wind off the day with a night of peaceful sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Take delight in visiting the ecstatic Pokhara tourist attractions!</em></p>
<p>Gorge upon an early breakfast at the hotel in Kathmandu and proceed for checking-out at the hotel. Then, embark your road trip towards Pokhara through scenic roads offering splendid views of surrounding Himalayas. On arrival, check-in at your pre-booked hotel at Kathmandu and rest for some time. Then, head for sightseeing in the beautiful city of Pokhara. Visit the floating markets, the Fewa Lake and the Barahi temple situated amidst the Fewa Lake on an island. After sightseeing, retire to your room and catch up a warm sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Witness the spectacular sunrise at Sarangkot!</em></p>
<p>Relish a princely and early breakfast at the hotel and head towards Sarangkot, one of the elevated points offering the best views of the mountains and lakes in the country. Reach early before the sun rises and the amazing sunrise views at the Sarangkot Viewpoint is a sight to behold. After that, proceed for sightseeing the natural treasures of Pokhara like the underground Davids Falls and Mahendra Caves with exotic stalactites and stalagmites. Later in the evening, spend the night at the hotel.</p></div>",Nepal 5 Days Trip Package,"₹40,700/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (6D)</li><li class=""f12"">POKHARA<!-- --> (1D)</li><li class=""f12"">Lumbini<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p>Initiate your Journey upon arrival at Kathmandu</p>
<p>The Journey of the great Himalayas will start with your arrival to Nepal Airport. Our representatives will be there to assist you and transport you to the hotel in Kathmandu. After reaching your hotel you will take a short rest and thereafter you will be directed to Dream of Garden. Once you are done with the visit to Dream of Garden, you will be transferred to your respective hotel for overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p>Visiting the Royal Palace</p>
<p>On Day 2 once you finish your breakfast you will be directed to City Durbar square. The Kathmandu Durbar Square is the royal palace where Nepal became independent. Then you will be directed to Kirtipur and Naraynhiti for sightseeing. Once done with these spots, you will leave for the great Tandaha Lake. And if you have luck in your favor then you may witness the lake in a frozen state as well. Once the tour is complete you will be directed to your hotel room to comfort your muscles and overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p>Explore the flora at Godavari Botanical garden</p>
<p>The morning is for fresh air and beautiful greeneries. Once you finish your breakfast you will be taken to Godavari Botanical garden. The garden tour can be completed in two hours and thereafter you will leave for the great Ashok Vinayak Temple. This temple is located on the eastern side of Durbar square and has a great pilgrimage importance. Next, you will be directed to Nagarkot where you will spend the rest of the day and in the evening you will be dropped off at your hotel for overnight stay.</p></div>",9 Days Tour Package To Nepal With Airfare,"₹44,200/-",3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">POKHARA<!-- --> (2D)</li><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">Sauraha<!-- --> (1D)</li><li class=""f12"">Gorakhpur<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to Pokhara, the gateway to the Annapurna Circuit!</em></p>
<p>On arrival at the Gorakhpur Railway Station / Airport, meet our travel representative who will transfer you towards Pokhara by car. On the way, visit the revered Gorakhnath Temple at Gorakhpur and then proceed your journey towards Pokhara. When you arrive at Pokhara, check-in at the pre-booked hotel and spend the night peacefully with a tight sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Explore the Pokhara tourist attractions!</em></p>
<p>Have a scrumptious breakfast at the hotel and get set for sightseeing in the beautiful city of Pokhara. Then, take a dip in the holy River Seti and watch the water gushing down the caves at the picturesque Devi’s Falls. Later, enjoy the natural lighting and the waterfall at the Gupteshwar Mahadev Cave and proceed to visit the sacred Barahi Temple and enjoy a laid back evening by the Fewa Lake. After a whole day of sightseeing in Pokhara, retire to your hotel room and catch up a warm sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to Kathmandu, the capital city of Nepal!</em></p>
<p>Savor a delicious breakfast at the hotel in Pokhara and check-out. Then, start your road trip to Kathmandu. On the way, stopover at the Manakamana Temple, a highly sacred temple dedicated to Goddess Bhagawati, an incarnation of Goddess Parvati. Then, proceed with the road trip to Kathmandu. On arriving, check-in at the hotel and spend the day resting comfortably in the hotel room.</p></div>",Nepal 7 Days Trip Package,"₹28,699/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">Janakpur<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Go on a vacation that delivers enjoyment and relaxation</em></p>
<p>Land safely at Tribhuvan International Airport where you will meet our associate to guide you towards the hotel. You will arrive at the hotel and obtain a warm welcome from the staff. Then you proceed for the check-in and move to your rooms. Settle your luggage and have some rest or a bath to get fresh. In the evening, you will be taken for a walk to Durbar Square. Spend some time there and return back by the time of night.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Take a hypnotic tour of the city</em></p>
<p>Have your wonderful breakfast and then get ready for a city tour of Kathmandu. Before you leave for the tour, collect your luggage and check out from the hotel. Receive pleasure by going to the beautiful places like Pashupatinath, Swayambhunath, and Patan Durbar Square. Spend equally fantastic time at all these places as you spend the time around the city of Kathmandu. Before the evening, take the drive to Nagarkot for your further stay. After arrival, go to the hotel and check-in the hotel to stay overnight.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Take the excursion of the city and the travel to Janakpur</em></p>
<p>Complete your breakfast and then check out from the hotel after bringing your luggage. You ill first go for a sightseeing tour. But early in the morning before breakfast, you will get to see the extraordinary sunrise from the Nagarkot view tower. Then after check out proceed for a city tour including all the famous and beautiful places of Nagarkot. Then move forward to take a drive in a private car to Janakpur. After arrival, check-in the hotel and stay there overnight.</p></div>",Nepal 6 Days Trip Package,"₹16,000/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Get a taste of local life at Thamel district</em></p>
<p>On the first day of this tour, you will reach Tribhuvan International Airport where our representative will meet and greet you. You will then be escorted to the most perfectly located luxurious hotel for check-in. You will have the rest of the day to explore the local markets, stroll through the colorful buildings, and taste the local delicacies. It will be a perfect opportunity to relax and rejuvenate. Don’t forget to get a massage at one of the local spas here. Overnight stay in the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Get ready for adrenaline rush and thrill.</em></p>
<p>On your second day, you will leave for Pokhara after breakfast. The drive, spanning about 6 hours, will take you through serpentine routes among the mountains. You will get fantastic views of the valleys, with stunning backdrops of the Himalayas. Upon reaching Pokhara, you will check-in at the hotel. After you freshen up, you will go to the famous Phewa Lake. The beauty of this lake is best seen by the eye. The serene waters reflect the mighty backdrop of Annapurna and Dhaulagiri mountains and leave you spellbound. You may choose from boating, kayaking or surfing here. If you want to get more dose of thrill, you may opt for paragliding or zip-lining. You may also visit the adjoining Barahi Temple. After a satisfying and exhausting day, you will return back to your hotel, where you have the rest of the day to explore Pokhara or simply relax in the room.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Immerse yourself in scenic beauty and serenity.</em></p>
<p>On the third day, you will leave early from your hotel to reach Sarangkot to witness the iconic sunrise here. Situated at an altitude of 1600 meters, Sarangkot offers breathtaking views of Phewa Lake, surrounded by the majestic Himalayas. The natural beauty that you find here is unparalleled.</p>
<p>Don’t forget to bring your cameras. After soaking in the morning sun and absorbing the natural beauty of the place, you will return back to Pokhara. On your way back, you will witness the grandeur of the gushing Davis Falls, as they make way from the mountain and present a grand spectacle. They are named after a tourist who fell from here. You will also visit the legendary Mahendra Caves that are famous for bats and rock structures. Once you reach Pokhara, you will have the rest of the day to relax and rejuvenate and to explore the city by yourself.</p></div>",Nepal Water Sports Tour Package,"₹24,700/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Arrive at Nepal country</em></p>
<p>On the first day of Nepal Lake tour, you have to board the train or flight from your locality and reach the airport that is located near Nepal. You will be arriving at Tribhuvan International Airport in Kathmandu which is nearest to travel to the destination. You can reach the hotel in provided pick up or transports and complete the check-in process. Enjoy the day at leisure. At the end of the day, you can return to the hotel and stay there for a night to continue your Nepal trip the next day.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Get admired with the beauty of Phewa Lake</em></p>
<p>The second day of the Nepal lake trip is to travel from Kathmandu for visiting the famous lakes. You have to get ready in the early morning and reach the transports. You will be traveling over 6 hours from Kathmandu where you could view the landscapes of Nepal.</p>
<p>After reaching Pokhara, you can check-in to the partnered hotel in Pokhara where you can take rest for a while. The lake view is started with renting a paddle boat to take a look at the floating markets. There you can purchase the required things and can finish your lunch in the lakeside restaurants.</p>
<p>Next, you will be taken to the Phewa lake or Phewa Tal which is classified as a semi-natural freshwater. Here you can get indulged with lake water, its natural sceneries and feel the rhythm of Pokhara. On this phew lake you could see the reflections of mount Annapurna and Dhaulagiri ranges.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Discover the specialties of Sarangkot</em></p>
<p>The third will be a great experience for you in this Nepal lake trip. You have to travel from the hotel and reach the Sarangkot which is recognized as one of the treasures of Nepal. This is because you can view the sunrise in this region and surely this would be a wonderful moment in your trip.</p>
<p>Sarangkot is known for its tradition, rural villages, snowy Himalayan ranges, and its nearby tourist spots. In addition to this, you will be taken to Davis Falls and Mahendra Caves. Come back to the hotel at the end of the day and enjoy a good night’s sleep.</p></div>",Nepal Lake Tour Package,"₹24,700/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (5D)</li><li class=""f12"">POKHARA<!-- --> (3D)</li><li class=""f12"">Sauraha<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to the mesmerizing city of Kathmandu!</em></p>
<p>Upon arrival at the airport in Kathmandu, enjoy the warm and friendly greet and meet service by our travel representative. Then, drive to your pre-booked hotel and check-in. Enjoy the day by resting comfortably in the luxurious rooms or by exploring the areas in the hotel's vicinity. At night, get back to the hotel room and sleep tight.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Visit the ancient and magnificent temples of Kathmandu!</em></p>
<p>Smack on a heavenly breakfast at the hotel and get geared for sightseeing in Kathmandu. Seek blessings at the sacred Pashupatinath temple and then visit Boudhanath, the most famous Buddhist monastery in Kathmandu. After that, head towards Patan and enjoy shopping at the Central Durbar Square. Then, proceed towards Swayambhunath and visit the iconic Swayambhu Stupa adorned with fluttering prayer flags in a riot of colors. After spending the whole day sightseeing in Kathmandu, retire to your hotel room to catch a restful sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Enjoy a scenic road trip with a stopover at Manakamana Temple!</em></p>
<p>Relish a lip-smacking breakfast a little earlier today and then check-out at the hotel. Then, drive to Pokhara through picturesque roads. On way, stopover at the famous Manakamana Temple and enjoy the thrilling cable car ride at the temple. Later, on arrival at Pokhara, check-in at the pre-booked hotel and spend the night at the hotel.</p></div>",Nepal 10 Days Trip Package,"₹36,700/-",Upto 3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (4D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to the capital city of Nepal. Your <strong>Kathmandu tour package</strong> commences today.</em></p>
<p>On your arrival at Kathmandu airport, you will be greeted by an agent’s representative who will take escort you to the allotted hotel. Rest for a few hours. Freshen up during the afternoon to begin your <strong>Kathmandu sightseeing tour</strong>. Day 1 of your <strong>Kathmandu trip</strong>includes a visit to the colossal Boudhanath Stupa. It is one of the largest spherical stupas in Nepal. After visiting Boudhanath Stupa, you will proceed forward to Pashupatinath Temple for evening aarti. It is a famous Hindu temple dedicated to Lord Pashupatinath.</p>
<p>After spectating the evening aarti, head back to the hotel for a comfortable sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Embark on a spiritual tour of the city on the 2nd day of your <strong>Kathmandu tour package.</strong></em></p>
<p>Kickstart your day with a scrumptious breakfast in the hotel and get ready for the 2nd day of your <strong>Kathmandu trip.</strong></p>
<p>Today your <strong>Kathmandu sightseeing</strong> tour includes visits to places like Jala Narayana temple, situated in the northern end of the valley. This temple is dedicated to Lord Vishnu.</p>
<p>Your next visit would be to the Kathmandu Durbar Square. It is a place of great historical importance where kings were crowned during the ancient era. This traditional place is a recognised UNESCO World Heritage Site.</p>
<p>After exploring the Durbar Square, proceed forward to visit other places scheduled for the day such as the Swayambhunath Buddhist Temple, Patan Durbar Square, and Krishna temple.</p>
<p>Now, head back to the hotel for an overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Your <strong>Kathmandu tour package</strong> includes an exciting tour of the city along with ample time for shopping.</em></p>
<p>After a filling breakfast, get ready for a city tour on the third day of your <strong>Kathmandu trip.</strong></p>
<p>Visit the Kailashnath Mahadev statue, world’s tallest Shiva statue. Proceed forward to explore other parts of the city such as Bhaktapur Durbar Square. Situated in front of the royal palace of the old Bhaktapur kingdom, this place is also a UNESCO World Heritage Site in Nepal.</p>
<p>Rest of the day is free for you to shop around the popular markets of the city.</p>
<p>After satisfying your shopping desires, head back to the hotel for a restful sleep.</p></div>",Exhilarating Kathmandu Tour Package,"₹12,200/-",3 Stars,/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
